title,review_score,title_num_words,contains_subheading
Exploring Kenotic Christology: The Self-Emptying of God,4.333333333333333,7,1
Exploring Language Structure: A Student's Guide,5.0,6,1
"Exploring Other Worlds: Margaret Fox, Elisha Kent Kane, and the Antebellum Culture of Curiosity",5.0,14,1
Exploring Physical Science,3.25,3,0
"Exploring Psychology, Fifth Edition",3.8333333333333335,4,0
"Exploring Psychology, Sixth Edition, in Modules",4.333333333333333,6,0
Exploring Romans,5.0,2,0
Exploring Space 1999: An Episode Guide and Complete History of the Mid-1970s Science Fiction Television Series,3.764705882352941,16,1
Exploring Space: 1999: An Episode Guide and Complete History of the Mid-1970s Science Fiction Television Series,4.266666666666667,16,1
Exploring Worship: A Practical Guide to Praise & Worship,5.0,9,1
Exploring the Book of Daniel (The Exploring series),4.75,8,0
Exploring the Dynamics of Second Language Writing (Cambridge Applied Linguistics),4.0,10,0
Exploring the Gospel of Luke (John Phillips Commentary Series) (The John Phillips Commentary Series),5.0,14,0
Exploring the Great Basin,5.0,4,0
Exploring the Old Testament,4.5,4,0
Exploring the Old Testament: A Guide to the Prophets,3.8333333333333335,9,1
Exploring the Scriptures,4.333333333333333,3,0
Expose (Mira),3.875,2,0
Exposed (Postcard Books),4.0,3,0
Expositor's Bible Commentary. Volume 10. Luke-Acts. Revised Edition (Expositor's Bible Commentary),5.0,11,0
Expository Dictionary of Bible Words: Word Studies for Key English Bible Words Based on the Hebrew and Greek Texts; Coded to the Revised Strong's Numb,3.5,25,1
Extending the Table: A World Community Cookbook,4.904761904761905,7,1
Extensible Markup Language Xml 1.0 Specifications,3.0,6,0
Extinct,3.566265060240964,1,0
Extinct Humans,4.3,2,0
Extinction,4.529411764705882,1,0
"Extinction (Forgotten Realms: R.A. Salvatore's War of the Spider, Book 4)",3.7027027027027026,11,1
Extinction: How Life on Earth Nearly Ended 250 Million Years Ago,4.05,11,1
Extra Credit,3.0,2,0
"Extra Virgin: A Young Woman Discovers the Italian Riviera, Where Every Month Is Enchanted",4.327868852459017,14,1
Extra Virgin: Amongst the Olive Groves of Liguria (Paragon Softcover Large Print Books),4.666666666666667,13,1
Extraordinary African Americans (Turtleback School & Library Binding Edition),5.0,9,0
Extraordinary Boston.,5.0,2,0
Extraordinary Faith: God's Perfect Gift for Every Woman's Heart,5.0,9,1
"Extraordinary People in Extraordinary Times: Heroes, Sheroes, and Villains",5.0,9,1
Extraordinary Popular Delusions And The Madness Of Crowds (Part 1),4.053191489361702,10,0
Extraordinary Popular Delusions and the Madness of Crowds,4.043010752688172,8,0
Extraterrestrials: A Field Guide for Earthlings,4.571428571428571,6,1
"Extravagant Worship: Holy, Holy, Holy is the Lord God Almighty Who Was and Is, and Is to Come...",4.6,18,1
"Extreme Danger (Hardy Boys: Undercover Brothers, No. 1)",4.5,8,1
Extreme Denial,4.483870967741935,2,0
Extreme Devotion: The Voice of the Martyrs,4.705882352941177,7,1
"Extreme Encounters: How It Feels to Be Drowned in Quicksand, Shredded by Piranhas, Swept Up in a Tornado, and Dozens of Other Unpleasant Experiences...",4.333333333333333,24,1
Extreme Exploits: Advanced Defenses Against Hardcore Hacks (Hacking Exposed),4.0,9,1
"Extreme Justice (Ben Kincaid Series, No. 7)",3.8823529411764706,7,0
Extreme Programming Explained: Embrace Change,3.9174311926605503,5,1
Extreme Programming for Web Projects,3.533333333333333,5,0
Extreme Supremacy,4.0,2,0
Extrusion Detection: Security Monitoring for Internal Intrusions,4.583333333333333,7,1
Exuberance: The Passion for Life,4.185185185185185,5,1
"Exurbanites, The (complete and unabridged)",4.0,5,0
Eye Against Eye,4.0,3,0
Eye Candy,3.6956521739130435,2,0
Eye Of The Tiger (Silhouette Desire),4.0,6,0
Eye for Eye,4.5,3,0
Eye for an Eye,3.3333333333333335,4,0
Eye in the Sky,4.219512195121951,4,0
Eye of Heaven,4.615384615384615,3,0
Eye of the Albatross: Visions of Hope and Survival,5.0,9,1
Eye of the Daemon,3.727272727272727,4,0
"Eye of the Heron, The (Large Print)",2.9166666666666665,7,0
Eye of the Ruby,5.0,4,0
"Eye of the Storm (Hudson Family, Book 3)",3.676470588235294,8,0
Eye of the Wolf (John O'Malley and Vicki Holden Mysteries),4.470588235294118,10,0
Eye to Eye,4.709677419354839,3,0
Eye-Deep in Hell,4.32258064516129,3,0
Eyeheart Everything,5.0,2,0
Eyeless in Gaza,4.444444444444445,3,0
Eyerobics,3.6363636363636362,1,0
Eyes and Ears,4.666666666666667,3,0
Eyes in the Fishbowl,4.333333333333333,4,0
"Eyes of Darkness, The",3.7948717948717947,4,0
"Eyes off the Prize: The United Nations and the African American Struggle for Human Rights, 1944-1955",5.0,16,1
Eyeshot (Wesleyan Poetry Series),4.857142857142857,4,0
Eyewitness to America: 500 Years of American History in the Words of Those Who Saw It Happen,4.866666666666666,17,1
Eyewitness to Jesus,4.0,3,0
Eyewitness: Medieval Life (Eyewitness Books),4.0,5,1
Eyrbyggja Saga (Penguin Classics),4.777777777777778,4,0
Ezekiel,4.0,1,0
Ezekiel & Daniel- Jensen Bible Self Study Guide (Jensen Bible Self-Study Guide Series),5.0,13,0
Ezekiel (Daily Study Bible (Westminster Hardcover)),5.0,6,0
Ezekiel (The Tyndale Old Testament Commentary Series),4.0,7,0
Ezra Pound: The Solitary Volcano,4.5,5,1
Ezra and Nehemiah (Tyndale Old Testament Commentaries),4.0,7,0
F-16 Fighting Falcon,4.0,3,0
F-Zero GX Player's Guide,4.0,4,0
F.D.R. An Intimate History,4.0,4,0
FAB: The Coming Revolution on Your Desktop--From Personal Computers to Personal Fabrication,3.8260869565217392,12,1
FAIR TOMORROW.,4.5,2,0
FAIRYTALE ROMANCE,3.0,2,0
FANDOM,4.0,1,0
FARM BOY,5.0,2,0
FAST ONE.,3.888888888888889,2,0
"FASTER, FURTHER, HIGHER: Leading-edge Aviation Technology since 1945 (Putnam's History of Aircraft)",4.5,12,1
FATHER AND SON (White Indian),5.0,5,0
FATHERS & HERETICS,5.0,3,0
FBI NOT READY TO RELEASE CARNIVORE DATA.(Government Activity): An article from: EDP Weekly's IT Monitor,3.0,15,1
FDR and His Enemies,4.142857142857143,4,0
"FE : PM - Electrical Engineering Exam, The Best Test Preparation for",1.5,12,1
FE-EIT PM - General Engineering (REA) - The Best Test Prep for the EIT Exam (Engineering (FE/EiT) Test Preparation),2.8333333333333335,19,0
FEAR AND LOATHING IN LAS VEGAS a Savage Journey to the Heart of the American Dream,4.545138888888889,16,0
FIFTH ELEPHANT (DISCWORLD),4.576271186440678,3,0
FIGHTER PILOTS,5.0,2,0
FIGHTING ANGEL - Portrait of a Soul,3.0,7,0
FILM CULTURES READER,5.0,3,0
FINAL WITNESS,3.9411764705882355,2,0
FIRE & BRONZE:A NOVEL OF CARTH,3.8333333333333335,6,1
FIREFALL,3.3333333333333335,1,0
FIREWALL,4.25,1,0
FIRST DRAFT - A Life to Talk About,4.0,8,0
FIRST TO FIGHT: An inside view of the U.S.Marine Corps,4.5,10,1
"FIST OF GOD, THE(LARGE PRINT) (Bantam/Doubleday/Delacorte Press Large Print Collection)",4.523255813953488,10,0
FIVE PATIENTS THE HOSPITAL EXPLAINED,2.9583333333333335,5,0
FIVE SEASONS,4.333333333333333,2,0
FIXED POINT THEORY,5.0,3,0
FLORA OF THE SEX CLUB the Erotic Story of a Secret Society,5.0,12,0
FOOD OF ITALY,5.0,3,0
FOOL'S RUN.,4.0,2,0
FOR YOURSELF: The Fulfillment of Female Sexuality,3.5517241379310347,7,1
FORECAST OF EVIL,4.666666666666667,3,0
FORENSIC PATHOLOGY,5.0,2,0
FORGOTTEN FEW: The Polish Air Force in World War II,4.75,10,1
FORTRESS MALTA; AN ISLAND UNDER SIEGE 1940-1943.,4.714285714285714,7,0
FORWARD TO CAMELOT,4.666666666666667,3,0
FOUCAULTS PENDULUM,3.762527233115468,2,0
FOUL MEANS,5.0,2,0
FOUNDATION'S FEAR - Signed,2.1232876712328768,4,0
FOUNDATIONS OF DOCTRINE,4.0,3,0
FOUR CORNERS. One Woman's Solo Journey Into the Heart of Papua New Guinea.,4.416666666666667,13,0
FOXFIRE 4,4.9523809523809526,2,0
FOXFIRE.,4.0,1,0
FRANCO-PRUSSIAN WAR,4.475,2,0
FREEDOM AND THE COURT,5.0,4,0
FREEMASONRY AND ITS ANCIENT MYSTIC RITES,3.6153846153846154,6,0
FRENCH ASTER BIRTHDAY BOOK,5.0,4,0
FROM A BUICK 8 (True first edition),3.282051282051282,7,0
FROM EMPEROR TO CITIZEN: The Autobiography of Aisin-Gioro Pu Yi.,3.0,10,1
FRUITING BODIES AND OTHER FUNGI - SIGNED,4.4,7,0
FUNDAMENTALS OF OPTICS - SECOND EDITION,4.333333333333333,6,0
FURY.,5.0,1,0
Fabian,5.0,1,0
"Fabiola, or The church of the catacombs",5.0,7,0
"Fabiola: Or, The church of the catacombs",5.0,7,1
"Fabiola;: Or, The church of the catacombs",5.0,7,1
Fable,3.739130434782609,1,0
Fabric Science,4.285714285714286,2,0
"Fabric of This World: Inquiries into Calling, Career Choice, and the Design of Human Work",4.428571428571429,15,1
Fabulous,5.0,1,0
Fabulous Felt Hats,4.333333333333333,3,0
Fabulous New Orleans,4.666666666666667,3,0
"Fabulous New Orleans,",4.666666666666667,3,0
Face Down (Worship Series),4.777777777777778,4,0
Face Down Before Rebel Hooves,4.75,5,0
Face Your Fear: Living with Courage in an Age of Caution,4.25,11,1
Face of Betrayal,4.0,3,0
Face of a Stranger,5.0,4,0
Face of a Stranger (William Monk),4.230769230769231,6,0
Face of the Deep,5.0,4,0
Face to Face: Meditations on Friendship and Hospitality,4.6,8,1
Face to Face: Praying the Scriptures for Intimate Worship,4.828571428571428,9,1
Face to Face: Praying the Scriptures for Spiritual Growth,5.0,9,1
Faceless,5.0,1,0
Faces in the Water,4.5,4,0
Faces of God,3.3333333333333335,3,0
Faces of Right Wing Extremism,4.0,5,0
Facilitating Online Learning: Effective Strategies for Moderators,4.666666666666667,7,1
Facing East: A Pilgrim's Journey into the Mysteries of Orthodoxy,4.193548387096774,10,1
Facing the Congo: A Modern-Day Journey into the Heart of Darkness,4.125,11,1
Facing the Music,4.0,3,0
Facing the Wind - A True Story of Tragedy and Reconciliation,3.7288135593220337,11,0
Facing the Wind: A True Story of Tragedy and Reconciliation,3.7288135593220337,10,1
Fact and Fiction in The Da Vinci Code,2.883720930232558,8,0
Factories in the Field: The Story of Migratory Farm Labor in California,5.0,12,1
Facts About the Moon: Poems,4.444444444444445,5,1
"Facts and fictions,: Some Literary Recollections",4.5,6,1
Facts on File Encyclopedia of Word and Phrase Origins (Facts on File Library of Language and Literature),3.9047619047619047,17,0
Facts the historians leave out,5.0,5,0
Fade,4.387755102040816,1,0
Fadeout,4.666666666666667,1,0
Faerie Wars (Faerie Wars Chronicles),3.847058823529412,5,0
Faeries,4.787037037037037,1,0
Faery in Shadow,5.0,3,0
Fag Hag (Plume Fiction),3.9,4,0
Fageol & Twin Coach Buses 1922-1956 Photo Archive,5.0,8,0
Fahrenheit 451,4.158150851581508,2,0
Fahrenheit 451 (Cascades S.),4.159490600363857,4,0
Fahrenheit 451 (Spanish Edition),4.2592592592592595,4,0
Fahrenheit 451 (Spanish) (Spanish Edition),4.44,5,0
Fail-Safe,4.297297297297297,1,0
Failing At Fairness -,4.0,4,0
Failsafe Is Project Delivery,5.0,4,0
Failure Mode and Effect Analysis: FMEA from Theory to Execution,3.5,10,1
"Failure of a Mission: Berlin, 1937-1939",5.0,6,1
"Failure of a mission;: Berlin 1937-1939,",5.0,6,1
Fair Barbarian,3.8,2,0
Fair Blows The Wind,4.7894736842105265,4,0
Fair Fatality,3.5,2,0
Fair Game,4.166666666666667,2,0
Fair Is the Rose,4.2,4,0
Fair Land Fair Land,3.0,4,0
Fair Play,4.0,2,0
Fair Stood The Wind For France,4.6,6,0
Fair Stood the Wind for France,4.6,6,0
Fair Warning (Linford Romance Library),5.0,5,0
Fair Warning: A Novel,2.8461538461538463,4,1
Fair and Tender Ladies.,4.684931506849315,4,0
"Fair tomorrow,",4.5,2,0
"Fair, Brown & Trembling: An Irish Cinderella Story",4.666666666666667,8,1
Fairies and Chimneys,5.0,3,0
Fairies and chimneys,5.0,3,0
Fairy Gold: A Book of Classic English Fairy Tales,2.0,9,1
Fairy Tale,3.3636363636363638,2,0
Fairy Tales Every Child Should Know,4.025925925925926,6,0
Fairy Tales from Many Lands,5.0,5,0
Fairy Tales of Hermann Hesse,3.823529411764706,5,0
"Fairy Tales of Oscar Wilde, Vol. 3: The Birthday of the Infanta",5.0,12,1
Fairy Treasure (PB),4.0,3,0
Fairy tales every child should know,4.014652014652015,6,0
"Fairy tales from Brazil;: How and why tales from Brazilian folk-lore,",5.0,11,1
Faith Alone: A Daily Devotional,4.9,5,1
Faith Beyond Reason,5.0,3,0
Faith Enough to Finish,4.0,4,0
Faith Fox: A Novel,4.333333333333333,4,1
Faith Journey Through Fantasy Lands,4.5,5,0
Faith Lessons on the Life and Ministry of the Messiah (Church Vol. 3) Participant's Guide,4.6,15,0
Faith Of The Fallen - A Sword Of Truth Novel,5.0,10,0
Faith That Works,5.0,3,0
Faith Works,3.6666666666666665,2,0
Faith and Compassion: The Life and Work of Mother Teresa,5.0,10,1
Faith and Saving Faith,4.5,4,0
Faith in Action Study Bible,4.0,5,0
Faith of My Fathers (Chronicles of the Kings #4),4.925,9,0
Faith on the Edge: Daring to Follow Jesus,5.0,8,1
Faith that prevails,5.0,3,0
"Faith, Form, and Time: What the Bible Teaches and Science Confirms about Creation and the Age of the Universe",4.357142857142857,19,1
"Faith, God, & Rock 'n' Roll",3.0,6,0
"Faith, Hope, and Chicken Feathers by Andrea Wyman",4.0,8,0
Faith: Depending on God (Lifeguide Bible Studies),4.0,7,1
Faithful Elephants (Turtleback School & Library Binding Edition),4.5,8,0
Faithful Travelers,4.428571428571429,2,0
Faithful Women and Their Extraordinary God,4.75,6,0
Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,3.5436893203883497,12,1
Faithfull: An Autobiography,4.160714285714286,3,1
Faithless,3.963855421686747,1,0
Faithless: Tales of Transgression,4.357142857142857,4,1
Faking Church: The Subtle Defection,4.666666666666667,5,1
Falange: A History of Spanish Fascism,4.0,6,1
Falange: a history of Spanish fascism,4.0,6,1
Falcondance: The Kiesha'ra: Volume Three,4.32,5,1
Fall From Glory: The Men Who Sank the U. S. Navy,3.3333333333333335,11,1
Fall Guy: A Rachel Alexander Mystery (Rachel Alexander & Dash Mysteries),4.636363636363637,11,1
Fall Leaves Change Colors,5.0,4,0
Fall of Eagles,3.5,3,0
Fall of Public Man,5.0,4,0
Fall of a Cosmonaut,4.5,4,0
Fall of the Roman Empire,4.666666666666667,5,0
Fallen Angel,4.625,2,0
Fallen Angel (Signet Regency Romance),4.666666666666667,5,0
Fallen Angel: The Unlikely Rise of Walter Stadnick and the Canadian Hells Angels,2.5555555555555554,13,1
Fallen Angels and the Origins of Evil: Why Church Fathers Suppressed the Book of Enoch and Its Startling Revelations,3.3378378378378377,19,1
Fallen Hearts (First Printing - Casteel Family Series -- Book 4),1.0,11,0
Fallen Leaves,5.0,2,0
Fallen On My Knees: A Story of Three Lives,5.0,9,1
Fallen Skies,3.6315789473684212,2,0
"Fallen Stars, Bitter Waters - America Has Fallen, The Antichrist Reigns...",4.526315789473684,11,0
Falling,4.0,1,0
Falling Angels,3.8524590163934427,2,0
Falling Awake,3.43859649122807,2,0
Falling Free,4.194444444444445,2,0
Falling Star,3.978448275862069,2,0
Falling Up: How a Redneck Helped Invent Political Consulting,4.785714285714286,9,1
Falling for Her,1.8,3,0
Falling for Josh (Black Apple),5.0,5,0
Falling in Place,3.6,3,0
Falling in a Dream,5.0,4,0
Fallon,4.818181818181818,1,0
Falls the Shadow,4.45,3,0
False Colours,4.321428571428571,2,0
False Dawn,3.588235294117647,2,0
False Dawn: The Delusions of Global Capitalism,3.90625,7,1
False Impression,3.635593220338983,2,0
False Intimacy: Understanding the Struggle of Sexual Addiction (LifeChange),4.117647058823529,9,1
False Positive,4.1,2,0
False Pretenses,5.0,2,0
False Witness,4.176470588235294,2,0
False cargo ;: & Submarine (Classic fiction series),4.818181818181818,8,1
"Falun Dafa (Pocket Size. Combination of Zhuan Falun and The Great Perfection Way.) (Chinese Version, in Simplified Chinese)",5.0,18,0
Fame Game,4.0,2,0
"Familiar Lullaby (Fear Familiar, Book 13) (Harlequin Intrigue Series #614)",4.2,10,0
Familiar Spirits: A Memoir of James Merrill and David Jackson,3.125,10,1
Familiar Stranger: An Introduction to Jesus of Nazareth (Bible in Its World),4.0,12,1
Families and Family Therapy,4.875,4,0
Families and Family Therapy.,4.875,4,0
Families directly descended from all the royal families in Europe (495 to 1932) and Mayflower descendants,3.5,16,0
Family,4.555555555555555,1,0
Family Affair,3.0,2,0
Family Affairs,5.0,2,0
Family Blood: A Novel,5.0,4,1
Family Business,3.4,2,0
Family Circle Easy Afghans: 50 Knit and Crochet Projects,4.4,9,1
Family Circle Easy Knits for Kids: 50 Knit and Crochet Projects,4.5,11,1
Family Devotions for Children,5.0,4,0
Family Feeling,2.0,2,0
Family Finance: The Essential Guide for Parents,3.0,7,1
Family First - Your Step-by-step Plan For Creating A Phenomenal Family,4.483870967741935,11,0
Family Guide to Natural Medicine,5.0,5,0
Family Health Guide and Medical Encyclopedia,4.0,6,0
Family Health for Dummies,5.0,4,0
Family Heart Thea Memoir of Our Son's Coming Out,4.615384615384615,9,0
Family Honor - A Sunny Randall Novel,3.596638655462185,7,0
Family Interaction: A Multigenerational Developmental Perspective (2nd Edition),3.727272727272727,8,1
Family Learning: How to Help Your Children Succeed in School by Learning at Home,5.0,14,1
Family Life,4.4,2,0
Family Matters,4.348837209302325,2,0
"Family Men: Midnight Sons, Volume 2",4.125,6,1
Family Reunion,3.6,2,0
Family Reunion (Center Point Platinum Fiction (Large Print)),3.6,8,0
Family Sayings,5.0,2,0
Family Secrets: The Dionne Quintuplets' Autobiography,4.181818181818182,6,1
Family Time Bible Storybook: Interactive Bible Stories for Preschoolers and Their Families,5.0,12,1
Family Treason: The Walker Spy Case,4.0,6,1
Family Wealth Counseling : Getting to the Heart of the Matter,5.0,11,1
Family at sea,3.0,3,0
Family dog: Revolutionary rapid training method ... dog health & care,4.015625,11,1
"Family for the Sheriff (Family Matters) (Silhouette Romance, No. 1353)",4.75,10,0
Family reunion: Poems,5.0,3,1
Family secrets,5.0,2,0
Family ties,5.0,2,0
Famine Crimes: Politics and the Disaster Relief Industry in Africa (African Issues),4.0,12,1
Famine in the Land,5.0,4,0
Famine: A Novel (A Nonpareil book),4.6923076923076925,6,1
"Famous Fighters of the Second World War, Second Series",4.5,9,0
Famous Jerks of the Bible,3.6,5,0
"Famous Last Words, Fond Farewells, Deathbed Diatribes, and Exclamations Upon Expiration",4.2727272727272725,11,0
Famous Lines,4.0,2,0
Famous Pistols and Hand Guns,5.0,5,0
Famous Stories Every Child Should Know,3.0,6,0
Famous ghost stories (A Vintage book),5.0,6,0
Fancies and Goodnights,4.578947368421052,3,0
Fanciful Paper Projects: Making Your Own Posh Little Follies,4.230769230769231,9,1
Fancy Pants,3.556701030927835,2,0
"Fannie Flagg's Original Whistle Stop Cafe Cookbook: Featuring : Fried Green Tomatoes, Southern Barbecue, Banana Split Cake, and Many Other Great Recipes",4.82051282051282,22,1
Fanny Herself,4.875,2,0
Fanon: A Critical Reader,3.0,4,1
Fantasia Mathematica,4.833333333333333,2,0
Fantasma de Canterville (Spanish Edition),5.0,5,0
"Fantasma de Canterville, El",5.0,4,0
Fantastic Alice,3.4,2,0
Fantastic Antone Succeeds: Experiences in Educating Children with Fetal Alcohol Syndrome,5.0,11,1
Fantastic Fabric Folding: Innovative Quilting Projects,4.513513513513513,6,1
"Fantastic Four Visionaries - John Byrne, Vol. 3",4.125,8,0
Fantastic Realities: 49 Mind Journeys And a Trip to Stockholm,4.8,10,1
Fantastic Stories,5.0,2,0
Fantastic Voyage II: Destination Brain,2.6,5,1
Fantastic Voyage: Microcosm,3.5,3,1
Fantasy Girls,4.5,2,0
Fantasy Life,4.166666666666667,2,0
Fantasy Summer,5.0,2,0
"Fantazius Mallare, a mysterious oath",5.0,5,0
Fantomina and Other Works,4.0,4,0
Far From the Maddening Crowd,5.0,5,0
Far as the Curse Is Found: The Covenant Story of Redemption,4.75,11,1
Far from Shore,4.0,3,0
Far from the Madding Crowd,4.32,5,0
Far from the Madding Crowd (Oxford World's Classics),4.6,8,0
Far-Fetched Facts; the Literature of Travel and the Idea of the South Seas,4.0,13,0
Faraway Places,4.666666666666667,2,0
Faraway Tree Stories,4.548387096774194,3,0
Farewell My Lovely,4.317460317460317,3,0
Farewell Waltz: A Novel,3.642857142857143,4,1
Farewell the Trumpets: An Imperial Retreat,4.666666666666667,6,1
Farewell to Manzanar,3.7450980392156863,3,0
"Farewell, My Lovely",4.317460317460317,3,0
"Farewell, my lovely",4.317460317460317,3,0
Farm Animals (Balloon),4.0,3,0
Farm Machinery: Heavy Equipment (Discovery Library of Heavy Equipment),5.0,9,1
Farm Team,4.555555555555555,2,0
"Farm on the River of Emeralds, the",5.0,7,0
Farm sermons,5.0,2,0
Farmer Duck,3.2,2,0
Farmer boy,4.616822429906542,2,0
Farmer-riverworld,5.0,1,0
Farmhouse Ales: Culture and Craftsmanship in the Belgian Tradition,4.285714285714286,9,1
Farnham's Freehold,3.546511627906977,2,0
"Farnham's freehold,: A novel,",3.546511627906977,4,1
Faro's Daughter,4.581818181818182,2,0
Faro's daughter,4.566037735849057,2,0
Farseed (Seed Trilogy),3.8333333333333335,3,0
"Farsi Persian, Basic: Learn to Speak and Understand Farsi Persian with Pimsleur Language Programs",4.7272727272727275,14,1
Farthest North,4.25,2,0
Fascinating Rhythm: The Collaboration of George and Ira Gershwin,5.0,9,1
Fashion & Surrealism,5.0,3,0
"Fashion is spinach,",5.0,3,0
Fashions of the Old South Coloring Book (Dover Fashion Coloring Book),4.909090909090909,11,0
Fashions of the Old South Paper Dolls (Dover Paper Dolls),4.333333333333333,10,0
Fast Boat to China: Corporate Flight and the Consequences of Free Trade; Lessons from Shanghai,4.125,15,1
Fast Facts on Islam: What You Need to Know Now,2.4,10,1
Fast Facts on the Masonic Lodge (Fast Facts (Harvest House Publishers)),2.4,11,0
Fast Girls: Teenage Tribes and the Myth of the Slut,3.9,10,1
Fast Movers,3.1363636363636362,2,0
"Fast Powerboat Seamanship : The Complete Guide to Boat Handling, Navigation, and Safety",4.5,13,1
"Fast Sam, Cool Clyde, and Stuff",4.384615384615385,6,0
Fast Sketching Techniques: Capture the Fundamental Essence of Elusive Subjects,4.342105263157895,10,1
Fast Your Way To Health,4.0625,5,0
Fast and Feast: Food in Medieval Society,4.25,7,1
Faster,3.642857142857143,1,0
Faster Than the Speed of Light: The Story of a Scientific Speculation,3.5063291139240507,12,1
Fasting Girls: The History of Anorexia Nervosa,4.909090909090909,7,1
Fasting in the New Testament (Theological inquiries),3.0,7,0
"Fasting, Feasting",3.0294117647058822,2,0
Fat Boy Saves World,3.8,4,0
Fat Cat on a Mat (Usborne Easy Words to Read),4.777777777777778,10,0
Fat Chance,4.418181818181818,2,0
Fat Girl: One Woman's Way Out,4.0,6,1
Fat Management : The Thermogenic Factor,5.0,6,1
Fat Men From Space,4.1,4,0
Fat Ollie's Book,4.117647058823529,3,0
Fat Ollie's Book: A Novel of the 87th Precinct,4.117647058823529,9,1
Fat Talk: What Girls and Their Parents Say about Dieting,4.0,10,1
Fat White Vampire Blues,3.575,4,0
Fat and Proud: The Politics of Size,3.0,7,1
Fat is Not the Enemy,5.0,5,0
"Fat, Stupid, Ugly: One Woman's Courage to Survive",3.75,8,1
Fat-Burner Foods: Eat Yourself Slimmer in 14 Days,4.666666666666667,8,1
Fatal Cure,3.3513513513513513,2,0
Fatal Decisions: Errors and Blunders in World War II,4.0,9,1
Fatal Flaw,4.195121951219512,2,0
Fatal Harvest (Fatal Harvest Series #1),3.0,6,0
Fatal Majesty,3.4444444444444446,2,0
Fatal Remedies,4.0,2,0
Fatass No More! How I Lost Weight and Still Ate Cheeseburgers and Fries,3.0,13,0
Fate of the Elephant,5.0,4,0
"Fateful Harvest: The True Story of a Small Town, a Global Industry, and a Toxic Secret",4.275862068965517,16,1
Fateless,4.603448275862069,1,0
Father Brown: Selected stories (The World's classics),4.0,7,1
Father Figures: Three Wise Men Who Changed a Life,4.75,9,1
Father Fox's Pennyrhymes,4.956521739130435,3,0
"Father Gilbert Mysteries, Vol. 3: The Play's the Thing / The Grey Lady (Focus on the Family Radio Theatre)",5.0,19,1
Father Goose His Book,5.0,4,0
Father India,5.0,2,0
Father and Son,3.0,3,0
Father to Daughter: Life Lessons on Raising a Girl,4.216216216216216,9,1
Father's Day,3.0,2,0
"Father, Son, and Holy Spirit: Relationships, Roles, and Relevance",4.416666666666667,9,1
"Fathering the ADHD Child: A Book for Fathers, Mothers, and Professionals",5.0,11,1
Fathers & Sons,4.75,3,0
"Fathers & Sons: Photographs, Quotes & Essays",5.0,7,1
"Fathers & sons,",4.4520547945205475,3,0
Fathers Footsteps,4.5,2,0
Fathers and Crows (Seven Dreams),5.0,5,0
Fathers and Sons (Oxford World's Classics Hardcovers),4.481481481481482,7,0
Fathers and Sons (Oxford World's Classics),4.481481481481482,6,0
Fathers of the Church: Saint Augustine : The Trinity (Fathers of the Church Series),5.0,14,1
Fathers' Daughters,5.0,2,0
Fathers: A Collection of Poems,4.5,5,1
Fathom #1 First Print,3.0,4,0
Fattitudes: Beat Self-Defeat and Win Your War With Weight,4.25,9,1
Fattypuffs and Thinifers,4.625,3,0
Faulkner in the University,5.0,4,0
Fault Lines: A Memoir (Cross-Cultural Memoir),5.0,6,1
Fault Lines: A Memoir (The Cross-Cultural Memoir Series),5.0,8,1
Faultline: A Novel,4.0,3,1
Fauquier County in the Revolution,5.0,5,0
Faust: Part one,4.428571428571429,3,1
Favorite Greek myths,3.0,3,0
Favorite Mowgli Stories from the Jungle Book,4.0,7,0
Favorite Nursery Tales,5.0,3,0
Favorite Nursery Tales.,5.0,3,0
Favorite Paris Bistros Twenty-first Century Edition,5.0,6,0
Favorite Poems of Childhood (Dover Children's Thrift Classics),3.5,8,0
Favorite Russian Fairy Tales (Dover Children's Thrift Classics),5.0,8,0
Favoured Child (Wideacre Trilogy 2),3.142857142857143,5,0
Fax from Sarajevo,3.8,3,0
Faza Car Graphic Abarth Guide,5.0,5,0
Fear Cancer No More: Preventive and Healing Information Everyone Should Know,4.8,11,1
Fear Itself,5.0,2,0
Fear Itself (Signet),4.0,3,0
Fear Itself : A Novel,3.8823529411764706,5,1
Fear No Evil [FEAR NO EVIL] [Mass Market Paperback],4.305555555555555,9,0
Fear Of Physics: A Guide For The Perplexed,4.357142857142857,8,1
Fear Strikes Out: The Jim Piersall story,4.470588235294118,7,1
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,5.0,16,1
Fear and Loathing in Las Vegas: Not the Screenplay,3.25,9,1
Fear and loathing in Las Vegas: A savage journey to the heart of the American dream ; Generation of swine : tales of shame and degradation in the '80s,5.0,29,1
Fear and trembling,3.0,3,0
Fear in the Forest (Crowner John Mysteries),4.5,7,0
Fear itself : the horror fiction of Stephen King,4.0,9,1
Fear of Fifty: A Midlife Memoir,3.5,6,1
Fear of Frying (Jane Jeffry Mystery Series #9),4.1,8,0
Fear of Gravity,4.5,3,0
Fear of Small Numbers: An Essay on the Geography of Anger (a John Hope Franklin Center Book),4.25,17,1
Fear the Dark,4.6,3,0
Fearful Rock & Other Precarious Locales Vol. 3 : The Selected Stories of Manly Wade Wellman,5.0,16,1
Fearfully and Wonderfully Made (Walker Large Print Books),4.72972972972973,8,0
